author_std,wdname,qid,result,gender,sex,birth,death,birth_year,death_year,author
СарсенбаевА,"Сарсенбаев, Абу",Q12578235,1,m,male,NA,NA,1905,1995,"Сарсенбаев, Абу."
СартаковСВ,"Сартаков, Сергей Венедиктович",Q4408795,1,m,male,NA,NA,1908,2005,"Сартаков, С.; Сартаков, С. В.; Сартаков, Сергей"
Сарыг-ОолСА,"Сарыг-оол, Степан Агбаанович",Q14624321,1,-,male,NA,NA,1908,1983,"Сарыг-оол, С. А.; Сарыг-Оол, Степан; Сарыгоол, С. А."
СарьянХ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сарьян, Хасан"
СаспаевА,"Саспаев, Аман",Q13172802,1,m,male,NA,NA,1929,2015,"Саспаев, А.; Саспаев, Аман"
Сат-Окх,"Сат-Ок,",Q31806,1,-,male,NA,NA,1925,2003,Сат-Ок; Сат-Окх
СатерлендЭ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сатерленд, Эфуа"
СатуновскийЯА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сатуновский, Я.; Сатуновский, Я. А.; Сатуновский, Яков"
СатыбалдинК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сатыбалдин, Капай"
СатылгановТ,"Сатылганов, Токтогул",Q426378,1,m,male,NA,NA,1864,1933,"Сатылганов, Токтогул"
СаулинП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саулин, П."
СаулитБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саулит, Б.; Саулит, Бруно"
СаунинВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саунин, В."
СаутоллА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саутолл, А.; Саутолл, Айвеи"
СафиеваГ,"Сафиева, Гулрухсор",Q2617392,1,f,female,NA,NA,1947,NA,"Сафиева, Г."
СафиулинН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сафиулин, Н."
СафоновАИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сафонов, А. И."
СафоновВА,"Сафонов, Вадим Андреевич",Q4409262,1,m,male,NA,NA,1904,2000,"Сафонов, В.; Сафонов, В. А.; Сафонов, Вадим"
СафоновВИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сафонов, В. И."
СафоновМА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сафонов, М. А."
СафоновО,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сафонов, Олег"
СафоноваЕВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сафонова, Е. В."
СафоноваН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сафонова, Н."
СафроновВИ,"Сафонов, Валентин Иванович",Q117355880,1,m,male,NA,NA,1936,1995,"Сафронов, Валентин"
СафянШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сафян, Шогик"
СахарновВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахарнов, В."
СахарновСВ,"Сахарнов, Святослав Владимирович",Q4409448,1,m,male,NA,NA,1923,2010,"Сахарнов, С.; Сахарнов, С. В.; Сахарнов, Святослав"
СахарныйЛ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахарный, Л."
СахарныйЛВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахарный, Л. В."
СахаровАГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, А. Г.; Сахаров, Александр"
СахаровАН,"Сахаров, Андрей Николаевич",Q4409469,1,m,male,NA,NA,1930,2019,"Сахаров, А. Н."
СахаровАФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, А. Ф."
СахаровДИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, Д. И."
СахаровДН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, Д. Н."
СахаровИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, И."
СахаровПИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сахаров, П. И."
СахароваСЮ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сахарова, С. Ю."
СахибФ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сахиб, Фатали"
СахнинА,"Сахнин, Аркадий Яковлевич",Q4409522,1,m,male,NA,NA,1910,1999,"Сахнин, А.; Сахнин, Аркадий"
СацНИ,"Сац, Наталья Ильинична",Q274899,1,f,female,NA,NA,1903,1993,"Сац, Н.; Сац, Н. И.; Сац, Наталья"
СачкоН,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сачко, Н."
СашинА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сашин, А."
СашинЯ,"Сашин, Ян Александрович",Q15081184,1,m,male,NA,NA,1911,1954,"Сашин, Я."
СаяК,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сая, К.; Сая, Казис; Сая, Казне; Сая, Казнс"
СаяновВ,"Саянов, Виссарион Михайлович",Q4409624,1,m,male,NA,NA,1903,1959,"Саянов, В."
СбитневЮ,"Сбитнев, Юрий Николаевич",Q4409666,1,m,male,NA,NA,1931,2021,"Сбитнев, Юрий"
СбойчаковМИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сбойчаков, М.; Сбойчаков, М. И."
СваровскаяА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сваровская, А."
СвентицкаяМX,NA,NA,NA,f,NA,NA,NA,NA,NA,"Свентицкая, М. X."
СвентицкийА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свентицкий, А."
СвердловА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свердлов, А."
СверчковД,"Сверчков, Дмитрий Федорович",Q24936109,1,m,male,NA,NA,1882,1938,"Сверчков, Д."
СветЯ,"Свет, Яков Михайлович",Q18203813,1,-,male,NA,NA,1911,1987,"Свет, Я."
СветинскаяВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Светинская, В."
СветличныйВЕ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Светличный, В. Е."
СветловМА,"Светлов, Михаил Аркадьевич",Q724357,1,m,male,NA,NA,1903,1964,"Светлов, М.; Светлов, М. А.; Светлов, Михаил"
СветовА,"Светов, Александр Абрамович",Q4410512,1,m,male,NA,NA,1912,1972,"Светов, А.; Светов, Александр"
СветозароваН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Светозарова, Н."
СветченкоЛ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Светченко, Л."
СвешниковВ,"Свешников, Виктор",NA,2,m,NA,NA,NA,NA,NA,"Свешников, В."
СвешниковМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свешников, М."
СвешниковаЕ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Свешникова, Е."
СвиненкоН,NA,NA,NA,-,NA,NA,NA,NA,NA,"Свиненко, Н."
СвинсосИ,NA,NA,NA,m,NA,1912,1990,NA,NA,"Свинсос, Ингвалл"
СвинцовВБ,"Свинцов, Владимир Б",Q105194435,1,m,male,NA,NA,1938,2008,"Свинцов, В. Б."
СвириденкоН,NA,NA,NA,-,NA,NA,NA,NA,NA,"Свириденко, Н."
СвириденкоП,NA,NA,NA,-,NA,NA,NA,NA,NA,"Свириденко, П."
СвиридовА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свиридов, А.; Свиридов, Ал."
СвиридовВИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свиридов, В. И."
СвиридовГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свиридов, Георгий"
СвиринА,"Свирин, Александр Борисович",Q17907972,1,m,male,NA,NA,1912,1984,"Свирин, А.; Свирин, Александр"
СвирскийАИ,"Свирский, Алексей Иванович",Q4410870,1,m,male,NA,NA,1865,1942,"Свирский, А.; Свирский, А. И.; Свирский, Алексей"
СвирскийАМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свирский, А. М."
СвирскийВД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свирский, В. Д."
СвистовВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свистов, В."
СвифтД,"Свифт, Джонатан",Q41166,1,m,male,NA,NA,1667,1745,"Свифт, Д.; Свифт, Джонатан"
СвободаЮ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Свобода, Юрий"
СвободинаМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Свободина, М."
СводосГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сводос, Гарвей"
СвойскийБ,"Свойский, Борис Иосифович",Q4411236,1,m,male,NA,NA,1937,2001,"Свойский, Б."
СвореньРА,"Сворень, Рудольф Анатольевич",Q24009666,1,m,male,NA,NA,1927,2018,"Сворень, Р.; Сворень, Р. А.; Сворень, Рудольф"
СвятскийД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Святский, Д."
СвятскийДО,NA,NA,NA,m,NA,NA,NA,NA,NA,"Святский, Д. О."
СдельниковаН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сдельникова, Н."
СдобновСИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сдобнов, С. И."
СеванГК,"Севан, Генрик Карапетович",NA,2,m,NA,NA,NA,NA,NA,"Севан, Г."
СевастьяновА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Севастьянов, А.; Севастьянов, Анатолий"
СевастьяновВИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Севастьянов, В. И."
СевастьяноваА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Севастьянова, А."
СевастьяноваКИ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Севастьянова, К. И."
СеверинНА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Северин, Н.; Северин, Н. А."
СеверинаГ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Северина, Галина"
СеверинаГИ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Северина, Г. И."
СеверныйА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Северный, А.; Северный, Александр"
СеверныйВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Северный, В."
СеверныйП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Северный, П.; Северный, Павел"
СеверовПФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Северов, П.; Северов, П. Ф.; Северов, Петр"
СеверскийГЛ,"Северский, Георгий Леонидович",Q20069815,1,m,male,NA,NA,1909,1997,"Северский, Г.; Северский, Г. Л."
СевунцГ,"Севунц, Гарегин Севиевич",Q16376020,1,-,male,NA,NA,1911,1969,"Севунц, Г."
СегалЕА,"Сегал, Елена Александровна",Q19911137,1,f,female,NA,NA,1905,1980,"Сегал, Е.; Сегал, Е. А.; Сегал, Елена"
СегальЛ,NA,NA,NA,m,NA,1881,1975,NA,NA,"Сегаль, Л."
СегельЯА,"Сегель, Яков Александрович",Q1554208,1,-,male,NA,NA,1923,1995,"Сегель, Я. А."
СегналоваМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сегналова, Мойслава"
СедельниковВП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седельников, В. П."
СедовАлВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седов, Ал.; Седов, Александр"
СедовАрВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седов, А.; Седов, А. В.; Седов, Аркадий"
СедовГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седов, Геннадий"
СедовИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седов, И."
СедовИФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седов, И. Ф."
СедугинАА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Седугин, А.; Седугин, А. А.; Седугин, Арсений"
СедыхКФ,"Седых, Константин Фёдорович ;Седых, Константин Федорович",Q4412974,1,m,male,NA,NA,1908,1979,"Седых, К.; Седых, К. Ф.; Седых, Кирилл; Седых, Константин"
Сеид-ЗадеМ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сеид-Заде, М.; Сеид-Заде, Мехти; Сеидзаде, М.; Сеидзаде, Мехти; Сейидзаде, М."
СеидА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сеид, Азим Ширвани"
СеидовМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сеидов, М."
СеидовН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сеидов, Н."
СейдбейлиГ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сейдбейли, Г."
СейдимбековА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сейдимбеков, А."
СейтлиевК,"Сейтлиев, Кара",Q60837420,1,m,male,NA,NA,1915,1971,"Сейтлиев, Кара"
СейтназаровГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сейтназаров, Г.; Сейтназаров, Галым"
СейтназаровД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сейтназаров, Джолдас"
СейтназаровТ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сейтназаров, Талым"
СейфуллинаЛН,"Сейфуллина, Лидия Николаевна",Q458215,1,f,female,NA,NA,1889,1954,"Сейфулина, Л.; Сейфуллина, Л. Н."
СекораО,"Секора, Ондржей",Q725298,1,m,male,NA,NA,1899,1967,"Секора, О.; Секора, Ондржей"
СелегейП,NA,NA,NA,-,NA,NA,NA,NA,NA,"Селегей, П."
СелезневВА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селезнев, В. А."
СелезневС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селезнев, С."
СелезневаЕН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Селезнева, Е.; Селезнёва, Е.; Селезнева, Е. Н.; Селезнева, Евгения"
СелелёнисЭ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Селелёнис, Э."
СеленкинИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селенкин, И."
СелецкийЛ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селецкий, Л."
СеливерстовС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селиверстов, С."
СеливестроваВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Селивестрова, В."
СелиневичКС,NA,NA,NA,-,NA,NA,NA,NA,NA,"Селиневич, К. С."
СелиховКН,"Селихов, Ким Николаевич",Q109487652,1,m,NA,NA,NA,1929,1988,"Селихов, К. Н."
СелиховаВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Селихова, В."
СелишкарТ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Селишкар, Тоне"
СельвинскийИЛ,"Сельвинский, Илья Львович",Q933009,1,m,male,NA,NA,1899,1968,"Сельвинский, И. Л."
СельмерОИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сельмер, О. И."
СельчиковМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сельчиков, М."
СелюЮ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Селю, Ю."
СеляничевАК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селяничев, А.; Селяничев, А. К."
СелянкинО,NA,NA,NA,m,NA,NA,NA,NA,NA,"Селянкин, О.; Селянкин, Олег"
СемЛ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сем, Л.; Сем, Лидия"
СемЮ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сем, Ю.; Сем, Юрий"
СемакинН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семакин, Н."
СемановС,"Семанов, Сергей Николаевич",Q4415063,1,m,male,NA,NA,1934,2011,"Семанов, Сергей"
СемашкоНВ,"Семашко, Николай Владимирович",NA,2,m,NA,NA,NA,NA,NA,"Семашко, Н."
СеменниковАГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенников, А. Г."
Семенов-СпасскийЛГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов-Спасский, Л. Г.; Семенов-Спасский, Леонид"
СеменовАА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, А."
СеменовАВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, Арсений"
СеменовАИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, Андрей"
СеменовВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, В."
СеменовВИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, В. И."
СеменовГH,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, Г."
СеменовГВ,"Семенов, Георгий Витальевич",Q4415816,1,m,male,NA,NA,1931,1992,"Семенов, Г. В."
СеменовГН,"Семенов, Георгий Николаевич",NA,2,m,NA,NA,NA,NA,NA,"Семенов, Г. Н."
СеменовИМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, И. М."
СеменовМ,"Семенов, Мануил",Q30200152,1,m,male,NA,NA,1914,1986,"Семенов, М.; Семенов, Мануил"
СеменовНН,"Семенов, Николай Николаевич (беллетрист)",Q4415841,1,m,male,NA,NA,1833,1886,"Семенов, Н. Н. [акад.]; Семенов, Николай"
СеменовОС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, О. С."
СеменовП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, Петр"
СеменовРБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, Р. Б."
СеменовСС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенов, С. С."
СеменовСТ,"Семенов, Сергей Терентьевич",Q4415856,1,m,male,NA,NA,1868,1922,"Семенов, С.; Семенов, С. Т."
СеменовЮ,"Семенов, Юлиан Семёнович ;Семенов, Юлиан Семенович",Q724323,1,m,male,NA,NA,1931,1993,"Семенов, Юлиан"
СеменоваВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Семенова, В."
СеменоваЕ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Семенова, Е."
СеменовскийДН,"Семеновский, Дмитрий Николаевич",Q56314783,1,m,male,NA,NA,1894,1960,"Семеновский, Д.; Семеновский, Д. Н.; Семеновский, Дм."
СеменовскийК,"Семеновский, Константин Сергеевич",Q17908514,1,m,male,NA,NA,1916,1977,"Семеновский, К."
СементовскийС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сементовский, С."
Семенюк-СлавятинскийН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семенюк-Славятинский, Н."
СемернинВ,"Семернин, Вадим Николаевич",Q12152005,1,m,male,NA,NA,1933,NA,"Семернин, Вадим"
СемикрасА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Семикрас, А."
СеминВ,"Семин, Виталий Николаевич",Q4448725,1,m,male,NA,NA,1927,1978,"Семин, Виталий"
СеминИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семин, И."
СеминЛП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семин, Л.; Семин, Л. П.; Семин, Леонид"
СеминН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семин, Н."
СеминФЯ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семин, Ф.; Семин, Ф. Я."
СемичевА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семичев, А."
СемушкинТЗ,"Семушкин, Тихон Захарович",Q4448744,1,m,male,NA,NA,1900,1970,"Семушкин, Т.; Семушкин, Т. З."
СемынинаНП,NA,NA,NA,f,NA,NA,NA,NA,NA,"Семынина, Н. П."
СемяновскийФМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Семяновский, Ф. М."
Сен-МарсФ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Марз, Ф.; Марс; Марс, Б."
СенакК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сенак, Клод"
СенатовичО,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сенатович, О."
СенгалевичМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сенгалевич, Маргарита"
СенгеД,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сенге, Дашцевгин"
СендюковС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сендюков, С.; Сендюков, Станислав"
СениэльИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сениэль, И."
СенкевичГ,"Сенкевич, Генрик",Q41502,1,m,male,NA,NA,1846,1916,"Сенкевич, Г.; Сенкевич, Генрик"
СенкевичЮА,"Сенкевич, Юрий Александрович",Q1392345,1,-,male,NA,NA,1937,2003,"Сенкевич, Ю. А."
СенниковГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сенников, Г."
СенноваАП,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сеннова, А. П."
СеновК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сенов, К."
Сент-ЭкзюпериА,"Сент-Экзюпери,",Q2908,1,m,male,NA,NA,1900,1944,"Сент-Экзюпери, А. де; Сент-Экзюпери, Антуан де"
СентилерК,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сентилер, К."
СенчА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сенч, А."
СенчейкоИТ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сенчейко, И. Т."
СенченкоИ,"Сенченко, Иван Ефимович",Q12152134,1,m,male,NA,NA,1901,1975,"Сенченко, Иван"
СенчуровЮ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сенчуров, Ю.; Сенчуров, Юрий"
СенькинС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сенькин, С."
